epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.125886232674527,0.3509778911564626,0.3039916329236623,1.3966127483113164,0.5024826216484608,0.4069904813776513
2,1.313433720141041,0.5057397959183674,0.47941855185494603,1.1256756721269765,0.5948361469712016,0.5490222441332585
3,1.131413856331183,0.5595238095238095,0.5515822385176524,1.1019520724068332,0.5809334657398213,0.5722320023705082
4,1.0212280004202914,0.5720663265306123,0.5805520099346967,0.8236252036622643,0.6256206554121152,0.6572770945623886
5,0.8906879249681421,0.60671768707483,0.6345931711693372,0.8595811244037442,0.6782522343594836,0.7206968254330816
6,0.8706922233104706,0.627125850340136,0.6425911607402821,0.7561348086850054,0.6564051638530288,0.6649494178699802
7,0.7857396133294722,0.6468962585034014,0.6792894694509338,0.7377624204669003,0.7219463753723933,0.7077980363722233
8,0.774152681738341,0.6613520408163265,0.674327571787663,0.686103130168214,0.6991062562065541,0.6976326627736851
