epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,1.4807946191353052,0.5321003401360545,0.5045452778700812,0.951411744688805,0.634558093346574,0.6608302252079198
2,0.8040576749512939,0.6911139455782312,0.7117301202768741,0.8051652351048403,0.6722939424031777,0.6982357503663357
3,0.6712866386994213,0.7240646258503401,0.7482924533048182,0.7377635369589691,0.7288977159880834,0.7542440385848727
4,0.5997691673486412,0.7429846938775511,0.7737693644908861,0.7000558086871628,0.730883813306852,0.7491537138380856
5,0.5581766178413313,0.7544642857142857,0.7891282934972181,0.6847502891688266,0.733862959285005,0.7621563815505076
6,0.5071981147843965,0.7657312925170068,0.8010860397607623,0.6612746030121834,0.7348560079443893,0.7621897120070916
