epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,2.394138268542926,0.39333774542245753,0.3215653840221312,1.6999720147169213,0.4747682801235839,0.4522711242913296
2,1.4634857901984062,0.5751158173395102,0.5239244895297545,1.4493039211701413,0.5550978372811535,0.4927827232080385
3,1.190923110304777,0.6344584160600044,0.5924997546301296,1.3543125537102303,0.5581874356333677,0.5259914771887856
4,1.0520859634852584,0.6492389146260754,0.6202098277571327,1.316613840639407,0.5952626158599382,0.5469621301332019
5,0.9491304231484206,0.6796823295830576,0.6560709918398019,1.2289354203289986,0.6014418125643667,0.5625494855804754
6,0.8630129446027138,0.6986543128171189,0.6816395140787396,1.2309833348840935,0.619979402677652,0.5681353143964525
